source;target;pre_link;post_link
42865;42873;0;1
42891;42873;0;1
42878;42873;0;1
84346;42873;0;1
9542;42873;0;1
39050;42873;0;1
42877;42873;0;1
9537;42874;1;1
9535;42874;1;1
42885;42874;1;0
42887;42874;1;0
42886;42874;1;1
42884;42874;1;1
9539;42874;0;1
42897;42874;1;1
42866;42874;1;0
9532;42875;1;1
72308;42875;1;1
9542;42875;1;1
42889;42875;1;0
42895;42875;1;0
42893;42875;1;1
42894;42875;1;0
42865;42875;1;1
83580;42875;0;1
42870;42875;1;0
39047;42876;1;0
42894;42877;1;1
42901;42877;1;0
42878;42877;0;1
42872;42877;1;1
42879;42877;1;1
42889;42877;1;0
36110;42877;1;1
39072;42877;1;0
83578;42877;0;1
39050;42877;0;1
42873;42877;0;1
42891;42877;0;1
42891;42878;0;1
42873;42878;0;1
39050;42878;0;1
9532;42878;1;0
42893;42878;1;0
42877;42878;0;1
42881;42878;0;1
36110;42878;0;1
42877;42879;1;1
42872;42879;1;1
42894;42879;1;1
83578;42879;1;1
9536;42879;0;1
42901;42879;1;0
42870;42879;1;1
42895;42879;1;0
42871;42881;1;0
42890;42881;0;1
42873;42881;1;0
39069;42881;1;0
42901;42881;1;0
42892;42881;0;1
42878;42881;0;1
12948;42882;1;0
83578;42883;0;1
42886;42883;1;0
42886;42884;1;1
9538;42884;0;1
42888;42884;0;1
42874;42884;1;1
42865;42884;1;0
42868;42884;0;1
12943;42884;0;1
42887;42884;1;0
9538;42885;1;0
42886;42885;1;0
42874;42885;1;0
9538;42886;1;1
9537;42886;0;1
42888;42886;1;1
42868;42886;1;1
42885;42886;1;0
42884;42886;1;1
42887;42886;1;1
9539;42886;0;1
42883;42886;1;0
42874;42886;1;1
42886;42887;1;1
9532;42887;0;1
42884;42887;1;0
42874;42887;1;0
9538;42888;0;1
42884;42888;0;1
42886;42888;1;1
42868;42888;1;1
42872;42889;1;1
42877;42889;1;0
42865;42889;0;1
42895;42889;1;0
42875;42889;1;0
42894;42889;1;0
42881;42890;0;1
39050;42891;0;1
42877;42891;0;1
42897;42891;1;1
42892;42891;1;0
42878;42891;0;1
36110;42891;0;1
42873;42891;0;1
42891;42892;1;0
42881;42892;0;1
9532;42893;1;1
9542;42893;1;1
42878;42893;1;0
42875;42893;1;1
12951;42893;1;0
9535;42893;1;0
9537;42893;1;0
36110;42894;1;1
42870;42894;1;1
42901;42894;1;1
42872;42894;1;1
42877;42894;1;1
42879;42894;1;1
42875;42894;1;0
9536;42894;0;1
42889;42894;1;0
4549;42894;0;1
42872;42895;1;1
42889;42895;1;0
9542;42895;1;0
42875;42895;1;0
42879;42895;1;0
42865;42895;1;0
9535;42895;1;0
42898;42896;1;1
9537;42897;1;1
42874;42897;1;1
42891;42897;1;1
42866;42897;1;0
9535;42897;1;1
42896;42898;1;1
42894;42901;1;1
42870;42901;1;1
42879;42901;1;0
42871;42901;1;0
42877;42901;1;0
42872;42901;1;0
42881;42901;1;0
43124;43119;0;1
43122;43120;1;1
43121;43120;0;1
40070;43121;1;0
43120;43121;0;1
9777;43121;0;1
43123;43121;0;1
43122;43121;0;1
43120;43122;1;1
43124;43122;1;0
43121;43122;0;1
12925;43123;1;0
12923;43123;0;1
43126;43123;1;1
9777;43123;0;1
9781;43123;1;1
54384;43123;0;1
8908;43123;1;0
43121;43123;0;1
71126;43123;1;0
12931;43123;0;1
43125;43124;0;1
43122;43124;1;0
43119;43124;0;1
43124;43125;0;1
9781;43126;1;1
9779;43126;1;0
43123;43126;1;1
12931;43126;1;1
71126;43126;1;0
8908;43126;1;1
12925;43126;1;0
8914;43126;1;0
54384;43126;0;1
12948;43126;1;0
12923;43126;0;1
40074;43126;1;0
12931;43127;1;0
9781;43127;1;0
9780;43127;1;0
8914;43127;1;0
40074;43127;1;0
8916;43127;1;0
12934;54364;1;1
12929;54364;1;1
12925;54364;1;1
78976;54364;1;1
12948;54364;1;1
12924;54364;1;1
71126;54364;1;1
54393;54364;1;1
12923;54364;0;1
12931;54364;1;1
54384;54364;0;1
54390;54364;0;1
12932;54364;1;1
12930;54365;1;0
2705;54365;1;0
12943;54365;1;0
9542;54365;0;1
12933;54365;0;1
2698;54365;1;0
2684;54365;1;1
12923;54365;1;0
63112;54365;1;0
2703;54365;1;0
12938;54365;1;0
69531;54365;1;1
54389;54365;1;0
82263;54365;1;0
62161;54365;1;0
20522;54365;0;1
54387;54367;1;1
54389;54367;1;1
54388;54367;0;1
12936;54368;0;1
8295;54368;0;1
12937;54368;1;1
73834;54368;0;1
39070;54368;0;1
39065;54368;0;1
60719;54368;0;1
12925;54368;1;1
12948;54368;0;1
54379;54368;0;1
40071;54370;1;0
12936;54370;1;1
60719;54370;1;1
12937;54370;0;1
40069;54370;1;0
71025;54370;0;1
12945;54370;0;1
54372;54370;1;0
8909;54370;1;0
12925;54370;0;1
57200;54370;0;1
8295;54370;1;0
54385;54371;1;1
12940;54371;1;1
54377;54371;1;0
40069;54372;1;1
54392;54372;1;1
40085;54372;1;1
40064;54372;1;1
54379;54372;1;1
40065;54372;0;1
8295;54372;1;1
40071;54372;1;1
82823;54372;1;1
54391;54372;1;1
40072;54372;1;1
8909;54372;1;1
54376;54372;1;1
63462;54372;1;1
40066;54372;1;0
12948;54372;1;0
54370;54372;1;0
12936;54372;0;1
57200;54372;0;1
72190;54372;0;1
54377;54372;0;1
54372;54376;1;1
40069;54376;1;0
54379;54376;1;1
8295;54376;1;0
8909;54376;0;1
12939;54376;1;0
69531;54376;1;0
40066;54376;1;0
12948;54376;1;0
40065;54376;0;1
40064;54376;1;1
2682;54376;1;0
12936;54376;1;0
12925;54376;1;0
60719;54376;1;0
63462;54376;1;0
54391;54376;1;0
12937;54376;1;0
40072;54376;0;1
40071;54376;1;0
54392;54376;1;0
54392;54377;0;1
12940;54377;1;0
82083;54377;0;1
72190;54377;1;1
57200;54377;1;1
54371;54377;1;0
8294;54377;0;1
54379;54377;0;1
54372;54377;0;1
12926;54378;1;0
54376;54379;1;1
40069;54379;0;1
40064;54379;1;1
54372;54379;1;1
40072;54379;1;1
8909;54379;0;1
54368;54379;0;1
54392;54379;0;1
72190;54379;0;1
40065;54379;0;1
82823;54379;0;1
54377;54379;0;1
40071;54379;0;1
73834;54379;0;1
12935;54380;1;0
12948;54381;1;0
57200;54381;1;0
78976;54381;1;0
2693;54381;1;0
2687;54381;1;0
12936;54381;1;0
69278;54381;1;0
12933;54382;0;1
54364;54384;0;1
12934;54384;1;1
43123;54384;0;1
12923;54384;0;1
12935;54384;0;1
8923;54384;0;1
43126;54384;0;1
8922;54384;0;1
79804;54384;0;1
78976;54384;0;1
8910;54384;0;1
12931;54384;0;1
2690;54384;0;1
82263;54384;0;1
9781;54384;0;1
54371;54385;1;1
12940;54385;1;1
85423;54386;0;1
12946;54386;1;1
12922;54386;0;1
54367;54387;1;1
54389;54387;1;1
54367;54388;0;1
12941;54388;0;1
78542;54388;1;1
2694;54388;1;0
54387;54389;1;1
54367;54389;1;1
2705;54389;1;0
85423;54389;1;0
12938;54389;1;1
62161;54389;1;0
2698;54389;1;0
12930;54389;1;0
69531;54389;1;0
54365;54389;1;0
63112;54389;1;1
2703;54389;1;0
12923;54389;1;0
2684;54389;1;0
12943;54389;1;0
54393;54390;1;1
12948;54390;0;1
12928;54390;0;1
54364;54390;0;1
12932;54390;0;1
12923;54390;0;1
78976;54390;0;1
12926;54390;0;1
54392;54391;1;0
40085;54391;1;1
12939;54391;1;0
54372;54391;1;1
40069;54391;1;1
82823;54391;1;1
40071;54391;1;1
60719;54391;1;0
8295;54391;1;0
54376;54391;1;0
12925;54391;1;0
2682;54391;1;0
12948;54391;1;0
12936;54391;1;0
69531;54391;1;0
12937;54391;1;0
12939;54392;1;0
12925;54392;1;0
8295;54392;1;0
54376;54392;1;0
72190;54392;0;1
54377;54392;0;1
54391;54392;1;0
54379;54392;0;1
40072;54392;1;0
69531;54392;1;0
54372;54392;1;1
2682;54392;1;0
12948;54392;1;0
40064;54392;1;0
12926;54393;1;1
54390;54393;1;1
12932;54393;1;1
70492;54393;1;1
12925;54393;0;1
69531;54393;0;1
2686;54393;0;1
54364;54393;1;1
12929;54393;1;1
12928;54393;0;1
12924;54393;1;1
2684;54393;1;1
12939;54393;0;1
20522;54393;0;1
12934;54393;1;0
78976;54393;1;0
12923;54393;0;1
12936;54394;1;0
8295;54394;1;0
57200;54394;1;0
79486;54755;0;1
40084;55441;0;1
40067;55441;0;1
81356;55441;0;1
40073;55441;0;1
12936;57200;1;1
54377;57200;1;1
40064;57200;0;1
54370;57200;0;1
54381;57200;1;0
72190;57200;1;1
54394;57200;1;0
40072;57200;0;1
8295;57200;0;1
54372;57200;0;1
12948;57200;1;0
60719;57200;0;1
69278;57200;1;0
78976;57200;1;0
12937;57200;0;1
2693;57200;1;0
2687;57200;1;0
2705;58364;0;1
2698;58364;1;1
12921;58364;1;0
2686;58364;0;1
12935;58364;0;1
12932;58364;0;1
79804;58364;0;1
12931;58364;1;0
8912;58429;1;1
71889;58429;1;0
8924;58429;1;1
79664;58429;0;1
82083;58541;0;1
8295;58541;0;1
8294;58541;0;1
81867;58541;0;1
39060;58541;1;0
39049;59063;0;1
39069;59063;0;1
39052;59063;0;1
39056;59063;0;1
40086;59662;1;1
8910;59662;1;1
8923;59662;0;1
20522;59662;0;1
40070;59662;0;1
40068;59662;0;1
8908;59662;1;0
12934;59662;0;1
8922;59662;0;1
12939;60719;1;1
12925;60719;1;1
2686;60719;0;1
57200;60719;0;1
12936;60719;1;1
54370;60719;1;1
54376;60719;1;0
12945;60719;0;1
54368;60719;0;1
12937;60719;1;1
12948;60719;1;0
73834;60719;0;1
69531;60719;1;0
71025;60719;0;1
54391;60719;1;0
2682;60719;1;0
40074;60797;0;1
12923;60797;0;1
80349;60797;1;0
40066;60797;0;1
69531;60797;1;0
2687;60797;0;1
8914;60797;0;1
8908;60797;1;0
8913;60797;0;1
40068;61131;0;1
40070;61131;0;1
40062;62161;0;1
8910;62161;0;1
12930;62161;1;1
71889;62161;0;1
2690;62161;1;0
12943;62161;1;0
8914;62161;0;1
8922;62161;1;1
79804;62161;1;0
8912;62161;0;1
12923;62161;1;0
79664;62161;1;0
8908;62161;0;1
8924;62161;1;0
2703;62161;1;0
40083;62161;1;0
63112;62161;1;0
2705;62161;1;0
40074;62161;0;1
54389;62161;1;0
2698;62161;1;0
69531;62161;1;0
22692;62161;1;0
2684;62161;1;0
54365;62161;1;0
111483;62161;0;1
12938;62161;1;0
12930;63112;1;1
12923;63112;1;1
79804;63112;0;1
2705;63112;1;1
12941;63112;0;1
82263;63112;0;1
12934;63112;0;1
2703;63112;1;1
54389;63112;1;1
62161;63112;1;0
2684;63112;1;0
54365;63112;1;0
2698;63112;1;0
12935;63112;0;1
12943;63112;1;0
69531;63112;1;0
54376;63462;1;0
9539;63462;0;1
79486;63462;1;1
40071;63462;1;0
54372;63462;1;1
40069;63462;1;0
40064;63462;1;0
39054;63462;0;1
69637;63462;0;1
85782;67061;0;1
40070;68096;1;1
40068;68096;1;1
8914;68096;1;0
40082;68096;0;1
40074;68096;1;0
8922;68096;0;1
9535;68223;0;1
9537;68223;0;1
116508;69278;0;1
2687;69278;1;1
2686;69278;0;1
2693;69278;1;0
22692;69278;1;1
78976;69278;1;0
54381;69278;1;0
2684;69278;1;0
57200;69278;1;0
12948;69278;1;0
2686;69531;1;1
2682;69531;1;0
12939;69531;1;0
12930;69531;1;1
2684;69531;1;0
12937;69531;1;0
2698;69531;1;1
54393;69531;0;1
2705;69531;1;1
80349;69531;1;1
54365;69531;1;1
22693;69531;1;1
54391;69531;1;0
9542;69531;0;1
60797;69531;1;0
12938;69531;1;0
12932;69531;0;1
12948;69531;1;1
63112;69531;1;0
12925;69531;1;1
12923;69531;1;0
54376;69531;1;0
12935;69531;1;0
12933;69531;0;1
12924;69531;0;1
2703;69531;1;0
8295;69531;1;0
2695;69531;0;1
82797;69531;0;1
62161;69531;1;0
54392;69531;1;0
12936;69531;1;0
70492;69531;0;1
60719;69531;1;0
8924;69531;0;1
54389;69531;1;0
12943;69531;1;0
9539;69637;0;1
63462;69637;0;1
79664;70411;1;1
40083;70411;1;1
8922;70411;1;1
40073;70411;1;0
8924;70411;1;0
40068;70411;0;1
39075;70430;0;1
9537;70430;0;1
54393;70492;1;1
12924;70492;1;1
78976;70492;1;0
12923;70492;1;1
12948;70492;1;1
12932;70492;1;1
2686;70492;1;1
12925;70492;0;1
12929;70492;0;1
69531;70492;0;1
60719;71025;0;1
54370;71025;0;1
12939;71025;1;1
12945;71025;1;1
12924;71126;0;1
12931;71126;0;1
43126;71126;1;0
12929;71126;1;1
12925;71126;1;1
43123;71126;1;0
78976;71126;1;1
54364;71126;1;1
9781;71126;1;0
12948;71126;0;1
12934;71126;0;1
8908;71126;1;0
12932;71126;0;1
40074;71132;1;0
8916;71132;1;0
8909;71132;1;1
40065;71132;0;1
40066;71132;1;1
9780;71132;1;0
8914;71132;1;0
8924;71889;1;1
12930;71889;0;1
8922;71889;0;1
58429;71889;1;0
40074;71889;0;1
8917;71889;0;1
62161;71889;0;1
40083;71889;0;1
8912;71889;1;1
8908;71889;0;1
54377;72190;1;1
54372;72190;0;1
54392;72190;0;1
57200;72190;1;1
54379;72190;0;1
42875;72308;1;1
9542;72308;0;1
42865;72308;0;1
12937;73834;1;1
12925;73834;0;1
82797;73834;1;1
60719;73834;0;1
54379;73834;0;1
54368;73834;0;1
12936;73834;0;1
40083;73991;0;1
2703;73991;0;1
12933;73991;0;1
2686;73991;1;1
12923;73991;0;1
40078;73991;0;1
40068;73991;0;1
8917;73991;0;1
8922;73991;0;1
12934;73991;0;1
8910;73991;0;1
40062;73991;0;1
54388;78542;1;1
12929;78976;1;0
54364;78976;1;1
12925;78976;1;1
12948;78976;1;1
2693;78976;1;0
12924;78976;0;1
71126;78976;1;1
12923;78976;1;1
2687;78976;1;0
69278;78976;1;0
9781;78976;1;1
12934;78976;1;0
54381;78976;1;0
54393;78976;1;0
70492;78976;1;0
12931;78976;0;1
57200;78976;1;0
54384;78976;0;1
12932;78976;0;1
54390;78976;0;1
63462;79486;1;1
54755;79486;0;1
40063;79664;1;1
8924;79664;1;1
40083;79664;1;1
12951;79664;1;0
8912;79664;1;1
40073;79664;1;1
8922;79664;1;1
62161;79664;1;0
70411;79664;1;1
40071;79664;1;0
40069;79664;1;0
58429;79664;0;1
12923;79664;1;0
12931;79804;0;1
12934;79804;0;1
12935;79804;0;1
12923;79804;1;1
54384;79804;0;1
8922;79804;1;1
8910;79804;1;1
2703;79804;1;0
8923;79804;0;1
12921;79804;1;0
8917;79804;1;0
12938;79804;1;0
12930;79804;1;1
63112;79804;0;1
62161;79804;1;0
58364;79804;0;1
22693;80349;0;1
82797;80349;0;1
69531;80349;1;1
12932;80349;0;1
2686;80349;0;1
2697;80349;0;1
2698;80349;0;1
2695;80349;0;1
2705;80349;0;1
60797;80349;1;0
12925;80349;0;1
108863;80349;0;1
12924;80349;0;1
55441;81356;0;1
40067;81356;0;1
40084;81356;0;1
84786;81356;0;1
40073;81356;0;1
8295;81867;0;1
8294;81867;0;1
39053;81867;0;1
12937;81867;0;1
58541;81867;0;1
39047;81867;0;1
58541;82083;0;1
39047;82083;1;1
8294;82083;1;1
54377;82083;0;1
39053;82164;0;1
39051;82164;0;1
12923;82263;1;1
2687;82263;0;1
2705;82263;1;1
2698;82263;1;0
2694;82263;1;0
54365;82263;1;0
54384;82263;0;1
63112;82263;0;1
85782;82797;1;1
73834;82797;1;1
12937;82797;1;1
12925;82797;0;1
80349;82797;0;1
69531;82797;0;1
40071;82823;1;1
40072;82823;1;1
40069;82823;1;1
54372;82823;1;1
54391;82823;1;1
54379;82823;0;1
40064;82823;1;1
8909;82823;0;1
40065;82823;0;1
85782;83349;1;0
42883;83578;0;1
42879;83578;1;1
9536;83578;1;1
42877;83578;0;1
9535;83580;1;1
42875;83580;0;1
9537;83580;1;1
39063;84346;0;1
42872;84346;0;1
39055;84346;0;1
42865;84346;0;1
42873;84346;0;1
40084;84786;0;1
40067;84786;0;1
40073;84786;0;1
81356;84786;0;1
12922;85423;1;1
54386;85423;0;1
12946;85423;0;1
54389;85423;1;0
2695;85423;1;0
2688;85782;1;1
22692;85782;1;1
83349;85782;1;0
82797;85782;1;1
67061;85782;0;1
2688;92805;1;1
22693;92805;0;1
80349;108863;0;1
22695;108863;1;0
12933;108863;0;1
2686;108863;1;0
2703;108863;0;1
8908;111483;0;1
40062;111483;0;1
62161;111483;0;1
8910;111483;0;1
8914;111483;0;1
69278;116508;0;1
2686;116508;0;1
22692;116508;0;1
